id,title,album,artist,release_date,length,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature,release_year
0IzVx4EMHpW9ag8uiRUbrI,Kenyataan Dalam Dunia Fantasi,"The Best of Republik Cinta Artists, Vol. 1",Various Artists,2014-12-19,256534,38,False,256534,0.651,0.882,2,-8.573,1,0.0625,0.00985,0.00106,0.551,0.39,160.028,audio_features,spotify:track:0IzVx4EMHpW9ag8uiRUbrI,https://api.spotify.com/v1/tracks/0IzVx4EMHpW9ag8uiRUbrI,https://api.spotify.com/v1/audio-analysis/0IzVx4EMHpW9ag8uiRUbrI,4,2014
6A5tlFsbty5iJkSqMFWNFs,Pilu Membiru,Mantra Mantra,Kunto Aji,2018-09-14,251813,64,False,251813,0.368,0.27,7,-10.989,1,0.0289,0.894,0.00029,0.12,0.0547,82.536,audio_features,spotify:track:6A5tlFsbty5iJkSqMFWNFs,https://api.spotify.com/v1/tracks/6A5tlFsbty5iJkSqMFWNFs,https://api.spotify.com/v1/audio-analysis/6A5tlFsbty5iJkSqMFWNFs,4,2018
1bNB9C46witxxSx4YaYYuQ,Sadajiwa,Konotasi,Fletch,2017-12-15,243803,33,False,243804,0.284,0.341,2,-8.338,1,0.031,0.638,0.000259,0.106,0.21,124.995,audio_features,spotify:track:1bNB9C46witxxSx4YaYYuQ,https://api.spotify.com/v1/tracks/1bNB9C46witxxSx4YaYYuQ,https://api.spotify.com/v1/audio-analysis/1bNB9C46witxxSx4YaYYuQ,3,2017
67hYLKZN0kf2kRES11WGZv,Ruang Kecil,Ruang Kecil,Bilal Indrajaya,2019-02-08,260250,41,False,260250,0.456,0.667,2,-6.739,1,0.0246,0.0284,9.38e-06,0.122,0.505,81.986,audio_features,spotify:track:67hYLKZN0kf2kRES11WGZv,https://api.spotify.com/v1/tracks/67hYLKZN0kf2kRES11WGZv,https://api.spotify.com/v1/audio-analysis/67hYLKZN0kf2kRES11WGZv,4,2019
3WrhTkjAatBVsO53fwSmTm,Di Restoran,AriReda,AriReda,2015-10-10,260560,27,False,260560,0.429,0.0444,10,-18.755,1,0.0383,0.943,0.00948,0.109,0.184,171.099,audio_features,spotify:track:3WrhTkjAatBVsO53fwSmTm,https://api.spotify.com/v1/tracks/3WrhTkjAatBVsO53fwSmTm,https://api.spotify.com/v1/audio-analysis/3WrhTkjAatBVsO53fwSmTm,3,2015
4ApW34h1cybtbZnPe6H3Sq,Flair,Senses,SCALLER,2017-01-01,280024,24,False,280024,0.538,0.676,4,-7.853,0,0.0308,0.0662,0.547,0.241,0.396,155.949,audio_features,spotify:track:4ApW34h1cybtbZnPe6H3Sq,https://api.spotify.com/v1/tracks/4ApW34h1cybtbZnPe6H3Sq,https://api.spotify.com/v1/audio-analysis/4ApW34h1cybtbZnPe6H3Sq,4,2017
07eDcU3kynGCPlGNcsx4yt,Frozen Scratch Cerulean,Hypnagogic,Bottlesmoker,2014-05-22,318870,6,False,318871,0.472,0.747,0,-10.279,1,0.0365,0.00411,0.926,0.105,0.0614,139.99,audio_features,spotify:track:07eDcU3kynGCPlGNcsx4yt,https://api.spotify.com/v1/tracks/07eDcU3kynGCPlGNcsx4yt,https://api.spotify.com/v1/audio-analysis/07eDcU3kynGCPlGNcsx4yt,4,2014
3hSmmL0TR6YW2RoPnJrCk7,Tapestry,Kurosuke,Kurosuke,2018-02-12,166485,40,False,166485,0.814,0.599,11,-8.706,1,0.0315,0.138,0.0,0.193,0.81,108.99,audio_features,spotify:track:3hSmmL0TR6YW2RoPnJrCk7,https://api.spotify.com/v1/tracks/3hSmmL0TR6YW2RoPnJrCk7,https://api.spotify.com/v1/audio-analysis/3hSmmL0TR6YW2RoPnJrCk7,4,2018
5ANm4ELEu0aTWHiDp2Ve1O,Utopia,Echoes of the Universe,Homogenic,2006-05-01,268653,20,False,268653,0.645,0.917,3,-5.331,1,0.0313,0.265,0.634,0.0668,0.952,119.989,audio_features,spotify:track:5ANm4ELEu0aTWHiDp2Ve1O,https://api.spotify.com/v1/tracks/5ANm4ELEu0aTWHiDp2Ve1O,https://api.spotify.com/v1/audio-analysis/5ANm4ELEu0aTWHiDp2Ve1O,4,2006
4v8RnSbCurH4pFqMJacoFo,Jakarta Motor City,Lesson #1,Sir Dandy,2014-03-04,221866,24,False,221867,0.683,0.512,7,-7.551,1,0.0682,0.637,0.0,0.114,0.637,96.612,audio_features,spotify:track:4v8RnSbCurH4pFqMJacoFo,https://api.spotify.com/v1/tracks/4v8RnSbCurH4pFqMJacoFo,https://api.spotify.com/v1/audio-analysis/4v8RnSbCurH4pFqMJacoFo,4,2014
6TYsiBEzEP8FvIqHoETYx7,Kembara,Kembara,Pagi Tadi,2016-06-20,376666,29,False,376667,0.491,0.204,2,-17.672,1,0.0336,0.901,0.539,0.188,0.239,99.132,audio_features,spotify:track:6TYsiBEzEP8FvIqHoETYx7,https://api.spotify.com/v1/tracks/6TYsiBEzEP8FvIqHoETYx7,https://api.spotify.com/v1/audio-analysis/6TYsiBEzEP8FvIqHoETYx7,4,2016
5YiQBY0Oz2Q7FVp5BHf4UH,Peculiar Things,Unison - EP,Rock N Roll Mafia,2018-04-29,266924,15,False,266924,0.585,0.884,0,-5.504,1,0.0363,0.0181,0.194,0.294,0.38,120.025,audio_features,spotify:track:5YiQBY0Oz2Q7FVp5BHf4UH,https://api.spotify.com/v1/tracks/5YiQBY0Oz2Q7FVp5BHf4UH,https://api.spotify.com/v1/audio-analysis/5YiQBY0Oz2Q7FVp5BHf4UH,4,2018
2Zb7IPDqRbT48QfcJy4c66,Planetarium,Planetarium,Jirapah,2019-08-30,481378,25,False,481379,0.269,0.394,4,-11.253,1,0.0381,0.0096,0.842,0.103,0.346,139.855,audio_features,spotify:track:2Zb7IPDqRbT48QfcJy4c66,https://api.spotify.com/v1/tracks/2Zb7IPDqRbT48QfcJy4c66,https://api.spotify.com/v1/audio-analysis/2Zb7IPDqRbT48QfcJy4c66,4,2019
0UefXVTIGIpAPWwuDaLTii,Terang,"Hamba Jaring Cahaya, Hamba Bela Gelapnya",Tashoora,2019-10-30,396015,34,False,396016,0.524,0.637,10,-8.332,1,0.028,0.000185,0.0693,0.312,0.334,141.964,audio_features,spotify:track:0UefXVTIGIpAPWwuDaLTii,https://api.spotify.com/v1/tracks/0UefXVTIGIpAPWwuDaLTii,https://api.spotify.com/v1/audio-analysis/0UefXVTIGIpAPWwuDaLTii,4,2019
4sr9c6iteTyWCdWQvD07dT,Senja Diaksara Bintang,"Senja, Diaksara Bintang",Rio Satrio,2018-12-09,241113,37,False,241114,0.654,0.385,0,-8.995,1,0.0284,0.777,0.000248,0.113,0.606,100.017,audio_features,spotify:track:4sr9c6iteTyWCdWQvD07dT,https://api.spotify.com/v1/tracks/4sr9c6iteTyWCdWQvD07dT,https://api.spotify.com/v1/audio-analysis/4sr9c6iteTyWCdWQvD07dT,4,2018
3AAAGS7iM1ekDywqdYMJG2,Akad,Ruang Tunggu,Payung Teduh,2017-12-19,258281,60,False,258281,0.502,0.708,9,-7.522,1,0.0771,0.316,0.0391,0.112,0.774,91.533,audio_features,spotify:track:3AAAGS7iM1ekDywqdYMJG2,https://api.spotify.com/v1/tracks/3AAAGS7iM1ekDywqdYMJG2,https://api.spotify.com/v1/audio-analysis/3AAAGS7iM1ekDywqdYMJG2,4,2017
19Lgp81IslUEUADj97gdtW,Ingkar,Tabiat,Mooner,2017-04-20,325802,34,False,325803,0.266,0.82,4,-7.278,1,0.04,0.0057,0.816,0.0917,0.493,91.942,audio_features,spotify:track:19Lgp81IslUEUADj97gdtW,https://api.spotify.com/v1/tracks/19Lgp81IslUEUADj97gdtW,https://api.spotify.com/v1/audio-analysis/19Lgp81IslUEUADj97gdtW,3,2017
5n97otAD2LsBqaZmCaWQVz,Renjana (Danilla Riyadi),Salam Kenal,Daramuda,2019-02-22,201000,35,False,201000,0.351,0.222,5,-15.536,0,0.0308,0.986,7.7e-05,0.106,0.145,130.786,audio_features,spotify:track:5n97otAD2LsBqaZmCaWQVz,https://api.spotify.com/v1/tracks/5n97otAD2LsBqaZmCaWQVz,https://api.spotify.com/v1/audio-analysis/5n97otAD2LsBqaZmCaWQVz,4,2019
2wUEPtqTxvWF0RlXpdi8b7,Kembali Berdansa,Kembali Berdansa,The Shaggy Dog,2006,201200,47,False,201200,0.611,0.827,9,-4.43,1,0.0597,0.136,0.0,0.319,0.879,169.928,audio_features,spotify:track:2wUEPtqTxvWF0RlXpdi8b7,https://api.spotify.com/v1/tracks/2wUEPtqTxvWF0RlXpdi8b7,https://api.spotify.com/v1/audio-analysis/2wUEPtqTxvWF0RlXpdi8b7,4,2006
3lTTYIlURuIg0smT7KC5Lf,Later On,Eleventwelfth,eleventwelfth,2017-03-10,211581,26,False,211581,0.503,0.944,11,-4.908,1,0.0424,0.01,9.67e-06,0.0933,0.615,92.92,audio_features,spotify:track:3lTTYIlURuIg0smT7KC5Lf,https://api.spotify.com/v1/tracks/3lTTYIlURuIg0smT7KC5Lf,https://api.spotify.com/v1/audio-analysis/3lTTYIlURuIg0smT7KC5Lf,4,2017
3fA0755Iymd8kgFb3EGDvO,Benci Untuk Mencinta,KOLABORASOE,Endank Soekamti,2014-10-31,171053,53,False,171053,0.58,0.637,2,-7.076,1,0.0334,0.00425,0.0,0.11,0.272,75.007,audio_features,spotify:track:3fA0755Iymd8kgFb3EGDvO,https://api.spotify.com/v1/tracks/3fA0755Iymd8kgFb3EGDvO,https://api.spotify.com/v1/audio-analysis/3fA0755Iymd8kgFb3EGDvO,4,2014
0PZdciSUErxre3yK8gxxeQ,Why Would I Be,Why Would I Be,Teddy Adhitya,2018-10-05,221146,52,False,221147,0.412,0.146,2,-15.189,1,0.0316,0.949,0.00101,0.244,0.199,129.799,audio_features,spotify:track:0PZdciSUErxre3yK8gxxeQ,https://api.spotify.com/v1/tracks/0PZdciSUErxre3yK8gxxeQ,https://api.spotify.com/v1/audio-analysis/0PZdciSUErxre3yK8gxxeQ,4,2018
2WlnVXhKc0zJoWqasr8ed2,"Amarah, Senyum, dan Air Mata",Sendiri vs Dunia,Alone At Last,2004-06-12,230205,36,False,230205,0.472,0.762,5,-6.388,1,0.0469,0.00198,0.87,0.115,0.513,150.119,audio_features,spotify:track:2WlnVXhKc0zJoWqasr8ed2,https://api.spotify.com/v1/tracks/2WlnVXhKc0zJoWqasr8ed2,https://api.spotify.com/v1/audio-analysis/2WlnVXhKc0zJoWqasr8ed2,4,2004
3e1oqsDrbHjeyMD9ycmgyH,I Love U Bibeh,Mencoba Sukses Kembali,The Changcuters,2008-02-08,252280,47,False,252280,0.661,0.925,9,-3.946,1,0.0345,0.0104,0.009,0.308,0.899,125.989,audio_features,spotify:track:3e1oqsDrbHjeyMD9ycmgyH,https://api.spotify.com/v1/tracks/3e1oqsDrbHjeyMD9ycmgyH,https://api.spotify.com/v1/audio-analysis/3e1oqsDrbHjeyMD9ycmgyH,4,2008
5qZRyl3QDa1PbNXuYfBCEP,Tuhan Sebut Sia-Sia,Tuhan Sebut Sia-Sia,Amigdala,2018,317453,53,False,317453,0.598,0.354,9,-11.486,1,0.0366,0.942,0.00323,0.0849,0.105,77.448,audio_features,spotify:track:5qZRyl3QDa1PbNXuYfBCEP,https://api.spotify.com/v1/tracks/5qZRyl3QDa1PbNXuYfBCEP,https://api.spotify.com/v1/audio-analysis/5qZRyl3QDa1PbNXuYfBCEP,4,2018
14YyZGmdwk8jI99TfJkjSE,Disko Di Rumah - Remix Version,Dawai Damai (Remastered),Agrikulture,2007-04-01,193680,11,False,193680,0.694,0.889,4,-7.144,1,0.0458,0.0451,0.00633,0.364,0.629,139.95,audio_features,spotify:track:14YyZGmdwk8jI99TfJkjSE,https://api.spotify.com/v1/tracks/14YyZGmdwk8jI99TfJkjSE,https://api.spotify.com/v1/audio-analysis/14YyZGmdwk8jI99TfJkjSE,4,2007
0gaJhFAQQRSQGx0irCMOvW,Void,SPECTRUM,Heals,2017-04-09,257000,20,False,257000,0.413,0.98,11,-3.336,0,0.0616,5.54e-06,0.0764,0.334,0.442,144.992,audio_features,spotify:track:0gaJhFAQQRSQGx0irCMOvW,https://api.spotify.com/v1/tracks/0gaJhFAQQRSQGx0irCMOvW,https://api.spotify.com/v1/audio-analysis/0gaJhFAQQRSQGx0irCMOvW,3,2017
4aVNa83A59qDliSXmSQl5k,HOME,HOME,Rendy Pandugo,2020-10-09,188360,59,False,188360,0.376,0.261,6,-11.586,0,0.034,0.893,4.2e-05,0.111,0.362,172.037,audio_features,spotify:track:4aVNa83A59qDliSXmSQl5k,https://api.spotify.com/v1/tracks/4aVNa83A59qDliSXmSQl5k,https://api.spotify.com/v1/audio-analysis/4aVNa83A59qDliSXmSQl5k,3,2020
4iiVDLOywDAgw2t9P9GV6c,Gurita Kota,Mabuk Laut,The Panturas,2018-04-07,141800,47,False,141800,0.493,0.83,9,-8.329,1,0.0294,0.122,0.667,0.0902,0.652,95.015,audio_features,spotify:track:4iiVDLOywDAgw2t9P9GV6c,https://api.spotify.com/v1/tracks/4iiVDLOywDAgw2t9P9GV6c,https://api.spotify.com/v1/audio-analysis/4iiVDLOywDAgw2t9P9GV6c,4,2018
6zuwaqgLu3rOILlaPaYBYJ,With You,With You,Dried Cassava,2020-05-15,248150,22,False,248150,0.419,0.758,0,-5.668,1,0.0681,0.0326,2.11e-05,0.379,0.51,102.425,audio_features,spotify:track:6zuwaqgLu3rOILlaPaYBYJ,https://api.spotify.com/v1/tracks/6zuwaqgLu3rOILlaPaYBYJ,https://api.spotify.com/v1/audio-analysis/6zuwaqgLu3rOILlaPaYBYJ,4,2020
3e7Xsl6DPWEgAgBF1ErMl8,Pilih Saja Aku,Mine,Petra Sihombing,2014-06-30,204226,49,False,204227,0.798,0.521,11,-6.796,1,0.0346,0.577,6.45e-05,0.132,0.964,120.008,audio_features,spotify:track:3e7Xsl6DPWEgAgBF1ErMl8,https://api.spotify.com/v1/tracks/3e7Xsl6DPWEgAgBF1ErMl8,https://api.spotify.com/v1/audio-analysis/3e7Xsl6DPWEgAgBF1ErMl8,4,2014
18eOSmpEA6KiryCZtQqkyq,Jangan Pergi,One Reason,Killing Me Inside,2012-05-09,259054,47,False,259055,0.252,0.913,3,-2.779,0,0.0598,0.0695,9.32e-06,0.157,0.221,113.32,audio_features,spotify:track:18eOSmpEA6KiryCZtQqkyq,https://api.spotify.com/v1/tracks/18eOSmpEA6KiryCZtQqkyq,https://api.spotify.com/v1/audio-analysis/18eOSmpEA6KiryCZtQqkyq,4,2012
1zpocf8I1zsBso2C4Uv9CA,Jadilah Legenda,Sunset di Tanah Anarki,Superman Is Dead,2013-10-15,300893,51,False,300893,0.477,0.79,7,-4.933,1,0.0342,0.0138,0.0,0.29,0.712,174.965,audio_features,spotify:track:1zpocf8I1zsBso2C4Uv9CA,https://api.spotify.com/v1/tracks/1zpocf8I1zsBso2C4Uv9CA,https://api.spotify.com/v1/audio-analysis/1zpocf8I1zsBso2C4Uv9CA,3,2013
5GrckYvoMueXVq7DTRPXPH,Milkbox,Milkbox,Barefood,2017-02-28,165706,22,False,165707,0.34,0.899,7,-3.926,1,0.0422,5.27e-05,1.35e-05,0.143,0.48,157.876,audio_features,spotify:track:5GrckYvoMueXVq7DTRPXPH,https://api.spotify.com/v1/tracks/5GrckYvoMueXVq7DTRPXPH,https://api.spotify.com/v1/audio-analysis/5GrckYvoMueXVq7DTRPXPH,4,2017
4y5l4MdQHdxPIB8INeMWrV,Menutup Mata Untuk Melihat Dunia,Menutup Mata Untuk Melihat Dunia,Romantic Echoes,2020-10-30,558995,40,False,558996,0.414,0.515,11,-8.651,1,0.0308,0.216,0.222,0.0749,0.204,144.967,audio_features,spotify:track:4y5l4MdQHdxPIB8INeMWrV,https://api.spotify.com/v1/tracks/4y5l4MdQHdxPIB8INeMWrV,https://api.spotify.com/v1/audio-analysis/4y5l4MdQHdxPIB8INeMWrV,4,2020
4XDbxNJFqH69cKDBsFE2Mn,Winter's Night,Winter's Night,Asteriska,2019-12-19,167320,22,False,167320,0.585,0.277,11,-9.612,0,0.0291,0.751,2.35e-05,0.085,0.655,139.988,audio_features,spotify:track:4XDbxNJFqH69cKDBsFE2Mn,https://api.spotify.com/v1/tracks/4XDbxNJFqH69cKDBsFE2Mn,https://api.spotify.com/v1/audio-analysis/4XDbxNJFqH69cKDBsFE2Mn,3,2019
5ieG3guRP2QJlcvqYdYD7y,Get Into Your Mind - Contemplation Version,Wasted Parts,Themilo,2017-12-17,290000,21,False,290000,0.607,0.494,4,-10.417,1,0.0348,0.82,0.926,0.0965,0.137,124.991,audio_features,spotify:track:5ieG3guRP2QJlcvqYdYD7y,https://api.spotify.com/v1/tracks/5ieG3guRP2QJlcvqYdYD7y,https://api.spotify.com/v1/audio-analysis/5ieG3guRP2QJlcvqYdYD7y,4,2017
4aM1i5AZWdyGNY1aQm1xVI,Bisik Laut,Kubu Carik,Pohon Tua,2017-11-17,198026,23,False,198027,0.736,0.136,0,-16.769,1,0.0413,0.982,0.018,0.0752,0.439,140.044,audio_features,spotify:track:4aM1i5AZWdyGNY1aQm1xVI,https://api.spotify.com/v1/tracks/4aM1i5AZWdyGNY1aQm1xVI,https://api.spotify.com/v1/audio-analysis/4aM1i5AZWdyGNY1aQm1xVI,3,2017
1dMmkgiggnLUnlvRKZoBWG,Sesaat Kau Hadir,Perjalanan,Utha Likumahuwa,2016-02-26,237038,45,False,237039,0.45,0.627,4,-8.751,1,0.0407,0.444,1.37e-05,0.3,0.614,78.814,audio_features,spotify:track:1dMmkgiggnLUnlvRKZoBWG,https://api.spotify.com/v1/tracks/1dMmkgiggnLUnlvRKZoBWG,https://api.spotify.com/v1/audio-analysis/1dMmkgiggnLUnlvRKZoBWG,4,2016
6cX2vLd8kzTXkWUp7MUT8B,Ribbons and Tie,Tinkerwish,Santamonica,2007-11-09,288000,14,False,288000,0.596,0.747,9,-6.309,1,0.0312,0.0733,1.52e-05,0.125,0.85,110.011,audio_features,spotify:track:6cX2vLd8kzTXkWUp7MUT8B,https://api.spotify.com/v1/tracks/6cX2vLd8kzTXkWUp7MUT8B,https://api.spotify.com/v1/audio-analysis/6cX2vLd8kzTXkWUp7MUT8B,4,2007
4uwpZsSB7brZ5M9mYq9BAx,Independent,Independent,Svmmerdose,2017-11-13,230400,43,False,230400,0.655,0.56,1,-6.008,0,0.0419,0.573,0.000117,0.074,0.482,100.024,audio_features,spotify:track:4uwpZsSB7brZ5M9mYq9BAx,https://api.spotify.com/v1/tracks/4uwpZsSB7brZ5M9mYq9BAx,https://api.spotify.com/v1/audio-analysis/4uwpZsSB7brZ5M9mYq9BAx,4,2017
7zDeLQZn2AtEmVRPd3QBYn,Lahir Mata Satir,Tyranation,DeadSquad,2016-11-26,236276,36,False,236276,0.255,0.992,1,-3.979,1,0.268,0.000101,0.227,0.308,0.0496,92.727,audio_features,spotify:track:7zDeLQZn2AtEmVRPd3QBYn,https://api.spotify.com/v1/tracks/7zDeLQZn2AtEmVRPd3QBYn,https://api.spotify.com/v1/audio-analysis/7zDeLQZn2AtEmVRPd3QBYn,5,2016
406BLFUIYS3K2vVq1OYmxm,Tentang Seseorang,Ada Apa Dengan Cinta (Original Soundtrack),Melly Goeslaw,2002,274000,46,False,274000,0.571,0.798,6,-6.721,0,0.0356,0.629,0.00173,0.124,0.587,117.243,audio_features,spotify:track:406BLFUIYS3K2vVq1OYmxm,https://api.spotify.com/v1/tracks/406BLFUIYS3K2vVq1OYmxm,https://api.spotify.com/v1/audio-analysis/406BLFUIYS3K2vVq1OYmxm,4,2002
2f6reVZ8xliloFlUxzJU27,Terbang Tenggelam,XXV,NTRL,2018-05-25,273053,41,False,273053,0.286,0.921,7,-6.751,1,0.172,0.000751,0.00556,0.158,0.168,115.003,audio_features,spotify:track:2f6reVZ8xliloFlUxzJU27,https://api.spotify.com/v1/tracks/2f6reVZ8xliloFlUxzJU27,https://api.spotify.com/v1/audio-analysis/2f6reVZ8xliloFlUxzJU27,4,2018
0O6g2QFUhuLqRzGqhyzrIu,Hitam Putih,Lelaku,Fourtwnty,2015-04-20,251000,62,False,251000,0.517,0.329,2,-10.699,1,0.033,0.785,1.91e-05,0.0823,0.148,119.863,audio_features,spotify:track:0O6g2QFUhuLqRzGqhyzrIu,https://api.spotify.com/v1/tracks/0O6g2QFUhuLqRzGqhyzrIu,https://api.spotify.com/v1/audio-analysis/0O6g2QFUhuLqRzGqhyzrIu,4,2015
678anXaQ14yP2bow8K2s4r,Nabi Urban,"Mirror, Mirror on the Wall",The Cat Police,2019-02-15,190181,28,False,190182,0.592,0.762,7,-3.103,1,0.0316,0.102,1.63e-05,0.178,0.369,110.031,audio_features,spotify:track:678anXaQ14yP2bow8K2s4r,https://api.spotify.com/v1/tracks/678anXaQ14yP2bow8K2s4r,https://api.spotify.com/v1/audio-analysis/678anXaQ14yP2bow8K2s4r,4,2019
7uiM23ar16dywBn5jVsBlx,24.00 Lewat (Lagu Luna),Audio Imperialist,The Brandals,2005-10-02,225373,34,False,225373,0.462,0.954,0,-5.616,1,0.0343,0.0018,6.36e-05,0.172,0.686,144.164,audio_features,spotify:track:7uiM23ar16dywBn5jVsBlx,https://api.spotify.com/v1/tracks/7uiM23ar16dywBn5jVsBlx,https://api.spotify.com/v1/audio-analysis/7uiM23ar16dywBn5jVsBlx,4,2005
6gwc2jqSUuynIqUfIwF1VP,Kuingin Kau Mati Saja,Bersamamu,Souljah,2007,211453,48,False,211453,0.719,0.768,2,-4.817,1,0.0465,0.0734,0.0,0.108,0.921,152.019,audio_features,spotify:track:6gwc2jqSUuynIqUfIwF1VP,https://api.spotify.com/v1/tracks/6gwc2jqSUuynIqUfIwF1VP,https://api.spotify.com/v1/audio-analysis/6gwc2jqSUuynIqUfIwF1VP,4,2007
0IpMEZdKu7FB5KOpNEg8x3,I Will Fly,Journey,Ten2Five,2014-11-19,220906,59,False,220907,0.629,0.254,0,-9.635,1,0.0687,0.869,0.0,0.0904,0.457,96.189,audio_features,spotify:track:0IpMEZdKu7FB5KOpNEg8x3,https://api.spotify.com/v1/tracks/0IpMEZdKu7FB5KOpNEg8x3,https://api.spotify.com/v1/audio-analysis/0IpMEZdKu7FB5KOpNEg8x3,4,2014
1mj8Bd8pX0HYjBVaCmfi5H,Kamu Harus Pulang,Unity And Respect,Slank,2014-01-29,300538,32,False,300539,0.693,0.548,2,-10.612,1,0.0266,0.387,4.4e-06,0.103,0.663,105.187,audio_features,spotify:track:1mj8Bd8pX0HYjBVaCmfi5H,https://api.spotify.com/v1/tracks/1mj8Bd8pX0HYjBVaCmfi5H,https://api.spotify.com/v1/audio-analysis/1mj8Bd8pX0HYjBVaCmfi5H,4,2014
2NR1bD5svouQKknAMyNkjO,Rusa Dan Singa,No Future,Rusa Militan,2017-05-27,251982,16,False,251983,0.325,0.562,9,-6.858,0,0.0293,0.581,0.114,0.1,0.296,75.124,audio_features,spotify:track:2NR1bD5svouQKknAMyNkjO,https://api.spotify.com/v1/tracks/2NR1bD5svouQKknAMyNkjO,https://api.spotify.com/v1/audio-analysis/2NR1bD5svouQKknAMyNkjO,3,2017
1mQmTZJAwj00UNbq83JXr7,Isn't My Day,Ape-O-Lution [Abandon All Logic],Ape On The Roof,2006,251466,0,False,251467,0.774,0.561,4,-6.893,0,0.0387,0.189,0.62,0.0685,0.579,110.026,audio_features,spotify:track:1mQmTZJAwj00UNbq83JXr7,https://api.spotify.com/v1/tracks/1mQmTZJAwj00UNbq83JXr7,https://api.spotify.com/v1/audio-analysis/1mQmTZJAwj00UNbq83JXr7,4,2006
6VmfI8TnfhrFHqImmvubvZ,Menghujam Jantungku,My Happy Life,Tompi,2008-01-28,213213,53,False,213213,0.677,0.918,0,-3.989,0,0.0746,0.345,0.0,0.174,0.839,105.014,audio_features,spotify:track:6VmfI8TnfhrFHqImmvubvZ,https://api.spotify.com/v1/tracks/6VmfI8TnfhrFHqImmvubvZ,https://api.spotify.com/v1/audio-analysis/6VmfI8TnfhrFHqImmvubvZ,4,2008
5THJJnQC4jKqdE0FFwD7Ud,Santai,NonaRia,NonaRia,2018-02-09,152937,31,False,152937,0.417,0.195,5,-14.261,1,0.058,0.871,0.0,0.343,0.634,136.806,audio_features,spotify:track:5THJJnQC4jKqdE0FFwD7Ud,https://api.spotify.com/v1/tracks/5THJJnQC4jKqdE0FFwD7Ud,https://api.spotify.com/v1/audio-analysis/5THJJnQC4jKqdE0FFwD7Ud,3,2018
20zG41fiRLtuMcBeVprFz7,せせらぎ,SIXNINE,Adams,2014-04-30,273278,4,False,273278,0.439,0.696,1,-5.748,0,0.0337,0.0009,0.0347,0.0266,0.397,88.471,audio_features,spotify:track:20zG41fiRLtuMcBeVprFz7,https://api.spotify.com/v1/tracks/20zG41fiRLtuMcBeVprFz7,https://api.spotify.com/v1/audio-analysis/20zG41fiRLtuMcBeVprFz7,4,2014
3G0VdvgzTK82RTYlX5kVKe,Menunggumu,Senyawa,Chrisye,2004-10-22,224862,40,False,224862,0.433,0.658,4,-8.973,0,0.0322,0.554,0.0199,0.151,0.386,153.891,audio_features,spotify:track:3G0VdvgzTK82RTYlX5kVKe,https://api.spotify.com/v1/tracks/3G0VdvgzTK82RTYlX5kVKe,https://api.spotify.com/v1/audio-analysis/3G0VdvgzTK82RTYlX5kVKe,4,2004
3lxNsZzDraPRmw7vcYbS4G,Kehendak Tuhan,Kehendak Tuhan,Mantra Vutura,2020-07-24,204000,27,False,204000,0.561,0.788,11,-8.759,0,0.0442,0.0396,0.0299,0.135,0.318,99.956,audio_features,spotify:track:3lxNsZzDraPRmw7vcYbS4G,https://api.spotify.com/v1/tracks/3lxNsZzDraPRmw7vcYbS4G,https://api.spotify.com/v1/audio-analysis/3lxNsZzDraPRmw7vcYbS4G,4,2020
2mwf8MStkb2M478M3n9Hog,Easy Quiet,Easy Quiet,Sandrayati Fay,2020-11-19,168212,25,False,168213,0.482,0.095,4,-17.136,1,0.0311,0.956,0.16,0.0995,0.0999,84.705,audio_features,spotify:track:2mwf8MStkb2M478M3n9Hog,https://api.spotify.com/v1/tracks/2mwf8MStkb2M478M3n9Hog,https://api.spotify.com/v1/audio-analysis/2mwf8MStkb2M478M3n9Hog,3,2020
44OOAoSXzYXpwFRuLrfu85,Cahaya Bulan,Netral Is the Best,Netral,2000-08-07,268600,34,False,268600,0.417,0.93,7,-5.357,1,0.0541,0.00295,3.19e-06,0.0794,0.601,149.68,audio_features,spotify:track:44OOAoSXzYXpwFRuLrfu85,https://api.spotify.com/v1/tracks/44OOAoSXzYXpwFRuLrfu85,https://api.spotify.com/v1/audio-analysis/44OOAoSXzYXpwFRuLrfu85,4,2000
5q06WJxZQuzEfVfO01qkU8,Aku Ingin,Gadis Kecil,Dua Ibu,2005-06-23,167320,26,False,167321,0.325,0.192,9,-11.537,1,0.0287,0.727,7.33e-05,0.0877,0.123,98.057,audio_features,spotify:track:5q06WJxZQuzEfVfO01qkU8,https://api.spotify.com/v1/tracks/5q06WJxZQuzEfVfO01qkU8,https://api.spotify.com/v1/audio-analysis/5q06WJxZQuzEfVfO01qkU8,3,2005
7DGRpJbKOKtDuQWt8Nu4Ey,Faith,Harimau Soematra,Tuantigabelas,2020-10-08,182750,38,False,182750,0.705,0.785,11,-7.569,0,0.04,0.0958,0.000159,0.304,0.613,140.003,audio_features,spotify:track:7DGRpJbKOKtDuQWt8Nu4Ey,https://api.spotify.com/v1/tracks/7DGRpJbKOKtDuQWt8Nu4Ey,https://api.spotify.com/v1/audio-analysis/7DGRpJbKOKtDuQWt8Nu4Ey,4,2020
